id,correo_usuario,reserva_id,valor,clausula,empresa,tipo
3711,Oliviahernández922@marmol.com,107190,,,,
3712,Oliviahernández922@marmol.com,107194,,,,
3713,olivia4165777@edubus.cal,107205,,,,
3714,jaime5348485@viajesanma.com,107262,30000,"Cobertura por daños a terceros durante el viaje, Gastos legales en caso de demandas civiles",Renta Nacional Compañía de Seguros Generales S.A.,Seguro de Responsabilidad Civil
3715,,107280,,,,
3717,josé9740197@viajesanma.com,107287,58000,"Hospitalización y cirugías de emergencia, Cobertura de medicamentos recetados",HDI Seguros S.A.,Seguro de Asistencia Médica
3718,Ariadnaurrutia681@viajesanma.com,107301,48000,"Indemnización por pérdida de conexiones debido a retrasos, Cobertura de alojamiento y alimentación por retrasos prolongados",Liberty Compañía de Seguros Generales S.A.,Seguro por Demoras en el Viaje
3719,sta.6560419@marmol.com,107316,,,,
3720,Eloisazúñiga114@marmol.com,107322,93000,"Cobertura por pérdida, robo o daño de equipaje, Asistencia para reemplazo de documentos de viaje perdidos",BICE Vida Compañía de Seguros S.A.,Seguro de Equipaje y Efectos Personales
3721,Eloisazúñiga114@marmol.com,,,,,
3722,lolija762@viajesanma.com,,23000,"Asistencia para reemplazo de documentos de viaje perdidos, Cobertura por pérdida, robo o daño de equipaje",Seguros Generales Suramericana S.A.,Seguro de Equipaje y Efectos Personales
3723,esteban3413936@tourket.com,107363,,,,
3724,Isabelrascón708@tourket.com,107383,,,,
3725,laura7442219@tourket.com,107440,,,,
3726,macara960@viajesanma.com,107443,99000,"Cobertura de medicamentos recetados, Evacuación y repatriación sanitaria",BICE Vida Compañía de Seguros S.A.,Seguro de Asistencia Médica
3727,Isabelvergara485@edubus.cal,107516,,,,
3728,Isabelvergara485@edubus.cal,107519,47000,"Hospitalización y cirugías de emergencia, Cobertura de medicamentos recetados",,Seguro de Asistencia Médica
3729,Sta.cardenas262@viajesanma.com,107531,,,,
3730,Davidalarcón145@edubus.cal,,,,,
3731,Hernánrosado402@viajesanma.com,107599,,,,
3732,joveti710@outluc.com,107608,40000,"Asistencia para reemplazo de documentos de viaje perdidos, Indemnización por retraso en la entrega de equipaje",Renta Nacional Compañía de Seguros Generales S.A.,Seguro de Equipaje y Efectos Personales
3733,sra.6769211@viajesanma.com,107626,,,,
3734,davéme730@tourket.com,107661,,,,
3735,loorur460@marmol.com,,90000,"Hospitalización y cirugías de emergencia, Cobertura de gastos médicos por enfermedad o accidente",MetLife Chile Seguros de Vida S.A.,
3736,loorur460@marmol.com,107683,,,,
3737,Juanaolvera617@edubus.cal,107757,,,,
3738,josefina7589382@outluc.com,107776,,,,
3739,Oliviahernández922@marmol.com,107797,28000,"Cobertura por pérdida, robo o daño de equipaje, Indemnización por retraso en la entrega de equipaje",Consorcio Nacional de Seguros Vida S.A.,Seguro de Equipaje y Efectos Personales
3740,sta.7659466@edubus.cal,,96000,"Cobertura por daños a terceros durante el viaje, Cobertura de daños a propiedades alquiladas",MetLife Chile Seguros de Vida S.A.,
3741,sta.7659466@edubus.cal,,,,,
3742,,107899,56000,"Cobertura de medicamentos recetados, Evacuación y repatriación sanitaria",BICE Vida Compañía de Seguros S.A.,Seguro de Asistencia Médica
3743,reina5894422@edubus.cal,107900,,,,
3744,alejandra5706442@tourket.com,107985,,,,
3745,juchmo933@marmol.com,107991,,,,
3746,jorge4470264@outluc.com,108005,,,,
3747,jorge4470264@outluc.com,,87000,"Evacuación y repatriación sanitaria, Cobertura de gastos médicos por enfermedad o accidente",BICE Vida Compañía de Seguros S.A.,Seguro de Asistencia Médica
3748,clvemo716@edubus.cal,,,,,
3749,admave665@edubus.cal,108051,82000,,Liberty Compañía de Seguros Generales S.A.,Seguro de Responsabilidad Civil
3750,stmagaig212@outluc.com,,,,,
3751,gloqba754@edubus.cal,108090,,,,
3752,Sra.sierra894@outluc.com,108127,,,,
3753,Sra.sierra894@outluc.com,108131,,,,
3754,Robertorubio766@edubus.cal,108177,72000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Reembolso por cancelaciones laborales imprevistas",Consorcio Nacional de Seguros Vida S.A.,Seguro de Cancelación de Viaje
3755,Alfredopreciado296@edubus.cal,108188,,,,
3756,enrique915368@marmol.com,108254,,,,
3757,ancoro565@wass.com,108286,83000,"Compensación por imprevistos que obliguen a detener el viaje, Cobertura de costos adicionales por regreso anticipado",Renta Nacional Compañía de Seguros Generales S.A.,Seguro de Interrupción del Viaje
3758,ancoro565@wass.com,108295,96000,"Indemnización por pérdida de conexiones debido a retrasos, Cobertura de alojamiento y alimentación por retrasos prolongados",BICE Vida Compañía de Seguros S.A.,
3759,viarga905@outluc.com,108352,,,,
3760,sta.3095785@viajesanma.com,,54000,"Cobertura de daños a propiedades alquiladas, Gastos legales en caso de demandas civiles",,Seguro de Responsabilidad Civil
3761,srvimefl216@tourket.com,108380,,,,
3762,srvimefl216@tourket.com,108388,,,,
3763,adán8505112@wass.com,108405,62000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",Confuturo S.A.,Seguro de Interrupción del Viaje
3764,,108426,,,,
3765,Ceciliamontes538@edubus.cal,108449,,,,
3766,jucémalo234@wass.com,108494,82000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Reembolso de gastos adicionales por retrasos en vuelos",Renta Nacional Compañía de Seguros Generales S.A.,Seguro por Demoras en el Viaje
3767,srmafrpa729@edubus.cal,108544,95000,"Cobertura de daños a propiedades alquiladas, Cobertura por daños a terceros durante el viaje",HDI Seguros S.A.,Seguro de Responsabilidad Civil
3768,Vicentezambrano665@wass.com,,,,,
3769,Salvadorornelas952@outluc.com,108605,,,,
3770,lourpu923@outluc.com,108612,30000,"Compensación por imprevistos que obliguen a detener el viaje, Cobertura de costos adicionales por regreso anticipado",Confuturo S.A.,Seguro de Interrupción del Viaje
3771,blanca8038817@viajesanma.com,,,,,
3772,gilomá332@viajesanma.com,108653,,,,
3773,gilomá332@viajesanma.com,108655,95000,"Cobertura de costos adicionales por regreso anticipado, Reembolso de gastos no utilizados por interrupción del viaje",,Seguro de Interrupción del Viaje
3774,Sra.montañez414@edubus.cal,,,,,
3775,yorico704@edubus.cal,,,,,
3776,srdaágve105@outluc.com,108745,66000,"Indemnización por retraso en la entrega de equipaje, Asistencia para reemplazo de documentos de viaje perdidos",Renta Nacional Compañía de Seguros Generales S.A.,Seguro de Equipaje y Efectos Personales
3777,Maríacarrillo234@outluc.com,,24000,"Cobertura por pérdida, robo o daño de equipaje, Indemnización por retraso en la entrega de equipaje",MAPFRE Compañía de Seguros Generales de Chile S.A.,Seguro de Equipaje y Efectos Personales
3778,gublbr795@edubus.cal,108791,26000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Reembolso por cancelaciones laborales imprevistas",Vida Cámara S.A.,Seguro de Cancelación de Viaje
10947,,137646,,,,
3781,cacavá434@tourket.com,108892,67000,"Reembolso de gastos adicionales por retrasos en vuelos, Cobertura de alojamiento y alimentación por retrasos prolongados",Liberty Compañía de Seguros Generales S.A.,Seguro por Demoras en el Viaje
3782,agustín9413325@outluc.com,108897,,,,
3783,Juanpedraza550@tourket.com,108912,83000,"Cobertura de artículos electrónicos bajo ciertos límites, Asistencia para reemplazo de documentos de viaje perdidos",BICE Vida Compañía de Seguros S.A.,
3784,Josérosales294@wass.com,108921,47000,"Cobertura de medicamentos recetados, Cobertura de gastos médicos por enfermedad o accidente",Consorcio Nacional de Seguros Vida S.A.,Seguro de Asistencia Médica
3785,capode618@outluc.com,108927,70000,"Hospitalización y cirugías de emergencia, Cobertura de medicamentos recetados",Vida Cámara S.A.,Seguro de Asistencia Médica
3786,capode618@outluc.com,108930,,,,
3787,gubeca477@outluc.com,108937,,,,
3788,sta.9588609@viajesanma.com,108959,91000,"Indemnización por retraso en la entrega de equipaje, Cobertura por pérdida, robo o daño de equipaje",Consorcio Nacional de Seguros Vida S.A.,
3789,luesdo616@outluc.com,108975,96000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",Consorcio Nacional de Seguros Vida S.A.,Seguro de Interrupción del Viaje
3790,,109006,97000,,HDI Seguros S.A.,Seguro de Equipaje y Efectos Personales
3791,ana8383232@tourket.com,109007,,,,
3792,julia8587147@marmol.com,109018,,,,
3793,federico3514928@edubus.cal,109032,22000,"Evacuación y repatriación sanitaria, Hospitalización y cirugías de emergencia",MAPFRE Compañía de Seguros Generales de Chile S.A.,Seguro de Asistencia Médica
3794,lilean881@marmol.com,109034,,"Gastos legales en caso de demandas civiles, Cobertura de daños a propiedades alquiladas",Confuturo S.A.,Seguro de Responsabilidad Civil
3795,lilean881@marmol.com,109036,78000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Indemnización por pérdida de conexiones debido a retrasos",,Seguro por Demoras en el Viaje
3796,lilean881@marmol.com,109039,,,,
3797,,109087,,,,
3798,Sra.orellana543@tourket.com,109136,,,,
3799,Sra.orellana543@tourket.com,109138,54000,"Reembolso de gastos adicionales por retrasos en vuelos, Cobertura de alojamiento y alimentación por retrasos prolongados",Consorcio Nacional de Seguros Vida S.A.,Seguro por Demoras en el Viaje
3800,Sr.tirado913@outluc.com,109167,56000,"Reembolso de gastos adicionales por retrasos en vuelos, Cobertura de alojamiento y alimentación por retrasos prolongados",MAPFRE Compañía de Seguros Generales de Chile S.A.,Seguro por Demoras en el Viaje
3801,Sr.tirado913@outluc.com,109168,82000,"Evacuación y repatriación sanitaria, Cobertura de gastos médicos por enfermedad o accidente",Liberty Compañía de Seguros Generales S.A.,Seguro de Asistencia Médica
3802,srjanees224@viajesanma.com,109232,,,,
3803,,109253,,,,
3804,eva9441686@viajesanma.com,109263,,,,
3805,tolima477@marmol.com,109267,,,,
3806,,109290,,,,
3807,mercedes3822908@outluc.com,109291,,,,
3808,stjucémabá162@viajesanma.com,109306,,,,
3809,sara6338779@marmol.com,109317,14000,"Cobertura por pérdida, robo o daño de equipaje, Cobertura de artículos electrónicos bajo ciertos límites",Vida Cámara S.A.,Seguro de Equipaje y Efectos Personales
3810,agustín2795217@wass.com,109335,15000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Reembolso por cancelaciones laborales imprevistas",Vida Cámara S.A.,Seguro de Cancelación de Viaje
3811,,109338,18000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Reembolso por cancelaciones laborales imprevistas",Vida Cámara S.A.,Seguro de Cancelación de Viaje
3812,anpulu282@wass.com,,,,,
3813,madena289@edubus.cal,,91000,"Cobertura de costos adicionales por regreso anticipado, Reembolso de gastos no utilizados por interrupción del viaje",MetLife Chile Seguros de Vida S.A.,Seguro de Interrupción del Viaje
3814,raanbu104@tourket.com,109403,,,,
3815,sr.2372953@outluc.com,,54000,"Reembolso de gastos adicionales por retrasos en vuelos, Cobertura de alojamiento y alimentación por retrasos prolongados",Confuturo S.A.,Seguro por Demoras en el Viaje
3816,Ramónolivo117@tourket.com,109419,,,,
3817,stjabesa766@viajesanma.com,109437,76000,"Indemnización por pérdida de conexiones debido a retrasos, Reembolso de gastos adicionales por retrasos en vuelos",MAPFRE Compañía de Seguros Generales de Chile S.A.,Seguro por Demoras en el Viaje
3818,miáncame917@marmol.com,,,,,
3819,julio865652@edubus.cal,,85000,"Evacuación y repatriación sanitaria, Hospitalización y cirugías de emergencia",Seguros Generales Suramericana S.A.,Seguro de Asistencia Médica
3820,majoágla281@tourket.com,109531,36000,"Reembolso de gastos no utilizados por interrupción del viaje, Compensación por imprevistos que obliguen a detener el viaje",BICE Vida Compañía de Seguros S.A.,Seguro de Interrupción del Viaje
3821,racaca290@viajesanma.com,109546,,,,
3822,Danieljiménez887@wass.com,109590,,,,
3823,maonor134@tourket.com,109604,,,,
3824,pedro7959605@tourket.com,109624,,,,
3825,pedro7959605@tourket.com,109625,,,,
3826,pedro7959605@tourket.com,109626,,,,
3827,Maríagaytán831@marmol.com,109647,,,,
3828,graciela5036741@outluc.com,109655,47000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Indemnización por pérdida de conexiones debido a retrasos",Liberty Compañía de Seguros Generales S.A.,
3829,graciela5036741@outluc.com,109656,,,,
3830,graciela5036741@outluc.com,109661,,,,
3831,Rebecaalicea844@wass.com,109742,48000,,MetLife Chile Seguros de Vida S.A.,Seguro de Interrupción del Viaje
3832,Rebecaalicea844@wass.com,109752,,,,
3833,Rebecaalicea844@wass.com,109753,37000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Reembolso por cancelaciones laborales imprevistas",Vida Cámara S.A.,Seguro de Cancelación de Viaje
3834,,109761,17000,"Asistencia para reemplazo de documentos de viaje perdidos, Cobertura de artículos electrónicos bajo ciertos límites",Liberty Compañía de Seguros Generales S.A.,Seguro de Equipaje y Efectos Personales
3835,alcaba134@viajesanma.com,,31000,,Confuturo S.A.,Seguro por Demoras en el Viaje
3836,Sergioalvarez894@wass.com,109837,,,,
3837,Sergioalvarez894@wass.com,109848,,,,
3838,maría5744972@outluc.com,109862,,,,
3839,matecolo762@edubus.cal,109938,,,,
3840,,109954,,,,
4028,Lorenamarrero270@viajesanma.com,114407,88000,"Cobertura por daños a terceros durante el viaje, Gastos legales en caso de demandas civiles",Confuturo S.A.,Seguro de Responsabilidad Civil
3841,sta.960821@marmol.com,109961,56000,"Cobertura de artículos electrónicos bajo ciertos límites, Indemnización por retraso en la entrega de equipaje",Vida Cámara S.A.,Seguro de Equipaje y Efectos Personales
3842,Carlossedillo934@tourket.com,109973,,,,
3843,Ceciliaporras578@outluc.com,110014,,,,
3844,Ceciliaporras578@outluc.com,110023,,,,
3845,marome841@wass.com,110046,,,,
3846,marome841@wass.com,,,,,
3847,,110062,62000,,BICE Vida Compañía de Seguros S.A.,Seguro de Cancelación de Viaje
3848,,110088,23000,"Cobertura de gastos médicos por enfermedad o accidente, Evacuación y repatriación sanitaria",Liberty Compañía de Seguros Generales S.A.,
3849,,110098,,,,
3850,elsa2531473@wass.com,110118,54000,,MAPFRE Compañía de Seguros Generales de Chile S.A.,Seguro de Responsabilidad Civil
3851,elsa2531473@wass.com,110126,9000,"Cobertura por daños a terceros durante el viaje, Gastos legales en caso de demandas civiles",Renta Nacional Compañía de Seguros Generales S.A.,Seguro de Responsabilidad Civil
3852,jucacate176@tourket.com,110144,72000,"Evacuación y repatriación sanitaria, Cobertura de medicamentos recetados",BICE Vida Compañía de Seguros S.A.,Seguro de Asistencia Médica
3853,Salvadorornelas952@outluc.com,,,,,
3854,maeutoma963@wass.com,110168,,,,
3855,somaco153@wass.com,110213,,,,
3856,,110246,,,,
3857,margarita5104396@viajesanma.com,110250,,,,
3858,margarita5104396@viajesanma.com,110252,,,,
3859,dorotea9511864@marmol.com,110275,,,,
3860,dorotea9511864@marmol.com,110277,,,,
3861,Isabelaleiva273@outluc.com,110310,,,,
3862,Guadalupegracia236@viajesanma.com,110314,28000,"Compensación por imprevistos que obliguen a detener el viaje, Reembolso de gastos no utilizados por interrupción del viaje",,Seguro de Interrupción del Viaje
3863,Guadalupegracia236@viajesanma.com,110319,6000,,Seguros Generales Suramericana S.A.,
3864,,,,,,
3865,alnaag761@marmol.com,,23000,,Liberty Compañía de Seguros Generales S.A.,Seguro de Equipaje y Efectos Personales
3866,Soniabustamante233@outluc.com,110378,,,,
3867,Sra.arreola423@marmol.com,110405,,,,
3868,Sra.arreola423@marmol.com,,,,,
3869,daniel207325@outluc.com,110415,,,,
3870,Joséjuárez994@viajesanma.com,110478,,,,
3871,srinmoca501@viajesanma.com,110550,,,,
3872,Virginianava347@marmol.com,110627,69000,"Cobertura por daños a terceros durante el viaje, Cobertura de daños a propiedades alquiladas",Seguros Generales Suramericana S.A.,Seguro de Responsabilidad Civil
