nombre,correo,contrasena,username,telefono_contacto,run,puntos,jornada,isapre,contrato,dv
Jorge Luis Alaniz Canales,jolualca163@viajes.cl,ZjoqE4clPB1LO,Jorgecanales751,+56 2 0501 5981,16856613,,Diurno,Banmédica,Part time,1
Francisco Zamora Gómez,francisco7364273@wass.com,p9gVSDGIQLnEyk,Franciscogómez556,+56 9 1493 2420,19124219,1298,,,,K
Adán Guajardo Guerra,adán337540@wass.com,DX8BxvfRp123s0v,Adánguerra912,+56 9 5451 4258,17827185,5868,,,,7
Sr. David Zaragoza Ocasio,srdazaoc638@marmol.com,aIgmJe9uJdiW5ZA,srdazaoc473,+56 9 9628 4963,,0,,,,
Juan Navarro Olivárez,juan8830456@viajes.cl,3hB084hC,juan9747337,+56 2 9594 3032,27371990,,Nocturno,,Full time,3
Dolores Araña Lucio,Doloreslucio682@viajes.cl,WpZ9g99PxxWLGx,dolores858298,+56 9 3406 2894,24395626,,Diurno,Fonasa,Full time,9
Guadalupe Arenas Ontiveros,guadalupe2105512@marmol.com,J7tMBOXT4odXPgm,Guadalupeontiveros848,+56 2 9452 6719,5764866,4650,,,,K
Gabriela Cardona Hidalgo,Gabrielahidalgo828@viajes.cl,g6t0iSm9EnQ,gabriela2563541,+56 9 3603 9048,14450172,,Nocturno,Banmédica,Part time,1
,caliqu485@edubus.cal,67MIFOAe4Dr,Carlosquiñónez964,+56 9 8538 4936,23783530,6791,,,,1
Clemente Aponte Carvajal,Clementecarvajal245@viajesanma.com,,,+56 2 4043 1795,,3745,,,,
Claudio Otero Verdugo,claudio5165940@outluc.com,0ebyEEk7ps,claudio3759129,+56 2 8556 9697,,10260,,,,
Susana Gutiérrez Agosto,Susanaagosto294@wass.com,y5vTch6M8cyqvz,suguag522,+56 2 2756 3561,14290335,0,,,,0
Alfredo Baeza Laboy,Alfredolaboy963@viajes.cl,PUAiM2sTgds6,,,26159560,,Diurno,Más vida,Part time,5
,seadol713@viajesanma.com,a3pYncrfZ5Bff,seadol548,+56 2 2417 6715,14236872,14498,,,,2
Luis Espinal Jimínez,,UKJW3tw49eg,luesji180,+56 9 6460 4489,26919381,0,,,,6
Francisco Irizarry Pagan,,nJ05kT3FzjVEMS,francisco5154912,+56 9 0744 2439,7192534,,Diurno,Colmena,,K
Sra. María del Carmen Reyna Solís,sra.7871617@viajesanma.com,PzBcNI00tioL,Sra.solís580,+56 9 7802 2244,14473567,14667,,,,6
Carlos Arteaga Abeyta,Carlosabeyta963@viajes.cl,HAgF3VIaROz2,carlos4978237,+56 2 6461 1779,11032753,,Nocturno,Colmena,Full time,6
Ana Luisa Soliz Amador,anlusoam359@wass.com,YS6hGhK3RejLCC,ana5767283,+56 9 2883 9024,11967955,2737,,,,9
María Eugenia Montero Armas,maría6558223@viajes.cl,cnO7d21tBtJX64p,,+56 2 9713 9770,9129958,,Diurno,Más vida,Full time,5
Germán Mejía Cortés,gemeco374@viajes.cl,,germán6109912,+56 2 2596 3382,-25439824,,Diurno,Fonasa,Full time,1
Sr. Adela Amaya Amaya,Sr.amaya148@marmol.com,jdq7YfSa62b49,sradamam811,+56 9 0501 4531,,3639,,,,
Lilia Calvillo Arce,licaar988@marmol.com,Cb18TpYFSWf,lilia991686,,13645955,0,,,,4
Clara Navarrete Saavedra,clnasa279@edubus.cal,ozBWu41o,Clarasaavedra428,+56 9 7139 8073,25378956,16200,,,,5
Anita Puente Lucio,anpulu282@wass.com,JVIWeWen8T,anpulu249,+56 9 2681 7595,282451,6113,,,,5
Ana Luisa Nazario Manzanares,Anamanzanares596@viajes.cl,pFChgGV3qCxG,Anamanzanares560,+56 2 3465 6012,4100666,,Nocturno,Colmena,Full time,8
Manuel Aguilera Batista,maagba566@tourket.com,,manuel6593873,+56 9 9194 9293,21187787,0,,,,1
Esteban Báez Terán,esbáte223@wass.com,oAkn68jyJ5V,esteban800199,+56 2 8953 2301,23857204,7554,,,,5
Joaquín Enríquez Solorzano,joaquín1510981@marmol.com,Pj8ebu1iE,Joaquínsolorzano422,+56 2 9019 5356,18446067,7062,,,,K
Cecilia Ceballos Melgar,Ceciliamelgar761@wass.com,KwWIBozET1jRA8Q,cecilia8082934,+56 2 1179 7588,-19404625,2068,,,,1
Horacio Casárez Toledo,Horaciotoledo760@viajes.cl,R71bmrrnVpU2,hocato606,+56 2 3299 2886,28281608,,Nocturno,,Full time,3
Sancho Tejeda Cervántez,satece760@wass.com,nogQeeGRuoq67b,,+56 9 6748 5321,,292,,,,
Anita Becerra Barrera,anbeba440@tourket.com,aNGf648j,anbeba230,+56 9 4779 0410,13005125,6157,,,,1
Ramona Chacón Valles,ramona7421501@outluc.com,2FMmX517,rachva711,+56 9 4201 5957,23031068,0,,,,8
Marisol Ocasio Quintanilla,Marisolquintanilla277@edubus.cal,Td7cHk6Sf,maocqu504,+56 9 4558 5661,23665204,,,,,1
Elisa Márquez Girón,elmági200@wass.com,H3aNiRWu521x9S,Elisagirón135,+56 2 6934 6866,5274599,5076,,,,3
Sta. Julio César Bonilla Banda,sta.6716383@edubus.cal,Pfpna9C9X0,stjucéboba913,+56 9 7463 4017,,0,,,,
Sr. Cristina Castañeda Rael,Sr.rael240@viajesanma.com,5RANOo4vEpkbm2,,,13253043,0,,,,2
Gonzalo Anaya Salcido,Gonzalosalcido332@wass.com,1xkrX0U18USSXSs,gonzalo2453737,+56 9 5728 0892,19663066,1681,,,,K
Ramón Solorio Armijo,rasoar976@viajesanma.com,Pn14oIaTTDbb08,rasoar171,+56 9 5564 7790,3772707,10405,,,,5
José Alejandro Gallegos,josé9590726@marmol.com,3fjBKu426EATQJ5l,josé8182213,+56 9 3227 3548,20940003,0,,,,0
José Emilio Espino Gil,Joségil400@wass.com,axqo0xJ7,Joségil865,+56 9 4295 0284,10789559,5158,,,,0
Esteban Miramontes Oquendo,esteban7685386@outluc.com,zNAC6lBkP082kSW,Estebanoquendo928,+56 2 0913 1738,-21855812,763,,,,7
Jerónimo Quintero Montaño,jerónimo3980480@viajesanma.com,BTYp7Inng76UbT2L,jequmo725,+56 9 7121 7654,1396995,-17179,,,,7
Horacio Galindo Pedroza,Horaciopedroza640@viajes.cl,YMiGvbJe6Cb2,horacio3036374,+56 9 7962 6251,29451872,,Diurno,Fonasa,,K
Ángela Gaytán Matos,ángama975@viajes.cl,18fOvEFch,ángela8730591,+56 2 7220 3343,-2278312,,Diurno,Banmédica,Full time,2
Sta. Timoteo Barrientos Deleón,,9y3YQaxIKnoB7,sta.9532887,+56 9 8995 4016,19311922,,,,,0
David Lebrón Cruz,dalecr689@viajes.cl,ZhJbXeXCh2P5oU2M,Davidcruz411,+56 2 5927 8731,27014936,,Diurno,Banmédica,Part time,7
Sta. Susana Hidalgo Toledo,Sta.toledo438@viajes.cl,eMi8UoVZtWe,sta.5452578,+56 9 3265 4292,2859542,,Nocturno,Banmédica,,5
Rosa Pantoja Peralta,ropape515@viajesanma.com,J4PWhVoXVCBN6Ogq,,+56 2 0583 8632,1051989,24899,,,,6
Cristobal Delao Huerta,cristobal4759218@marmol.com,,cristobal5759710,+56 9 0193 2644,17402412,1648,,,,K
Arturo Gracia Candelaria,Arturocandelaria263@viajesanma.com,wUAhIWiuF8Iu8,arturo2994919,+56 2 1447 8874,19930283,4604,,,,3
Martín Lucio Flores,malufl528@wass.com,ZP03XaNMqIXA7z,martín3379697,+56 2 4744 2464,7759523,0,,,,6
Santiago Abeyta Estévez,santiago253387@edubus.cal,HnFAn6LE,santiago1627383,+56 2 3681 1733,11275729,1650,,,,5
Armando Rico Mejía,armando4791727@edubus.cal,u4QsWTN1Sbi,armando7228434,+56 9 9536 2136,927046,1092,,,,9
,raqucr272@viajes.cl,n1Cql0Gx,raqucr780,+56 2 7690 8699,12700149,,Diurno,Más vida,Part time,9
Berta Barrios Carrera,berta1179933@edubus.cal,3pr0OkCb10vhSd0k,bebaca381,+56 2 9849 7046,5310839,25466,,,,3
Dolores Olivera Delagarza,dolores4119675@edubus.cal,1SkfEEwfM,dolores6297472,+56 2 7287 3614,13855704,0,,,,9
Sta. Felipe Miranda Heredia,stfemihe492@viajes.cl,uG7EhdGn,stfemihe727,+56 2 9622 3539,,,Nocturno,Más vida,Full time,
Sra. Alfonso Baeza Burgos,sralbabu154@viajes.cl,XyzRE541,sralbabu628,+56 2 0125 6254,16223316,,Nocturno,Colmena,Full time,5
José Emilio Amaya Rosas,joemamro306@outluc.com,0n3CB7yjmPtIg,josé2239293,+56 9 1250 0580,22226679,1752,,,,3
Gonzalo Nevárez Almanza,gonzalo6826248@edubus.cal,Swignh16yCED,Gonzaloalmanza203,+56 2 5652 6594,3641643,20496,,,,2
Sr. Vicente Sarabia Zayas,Sr.zayas706@tourket.com,VcBL3Zm15WGmJYz5,sr.8216325,+56 9 1908 9167,27757125,0,,,,0
Alejandra Chávez Vargas,alchva980@viajes.cl,EVvgCgscSD4SRs,Alejandravargas497,+56 9 0117 9300,24477880,,Diurno,Colmena,Part time,1
Mario Reséndez Esparza,mario6545832@tourket.com,ypOCnmm7CI,mario8353353,+56 9 8944 0333,,0,,,,
Sr. Mayte Galván Cabrera,sr.9923211@tourket.com,yLpd4TmfwVZrviT,,+56 2 5886 8971,20946437,,,,,3
Sra. Manuela Briseño Preciado,Sra.preciado544@viajesanma.com,vt671N5GK4NK5b6,srmabrpr520,+56 9 3617 0330,22589418,16750,,,,3
Inés Delao Espinal,inés5565600@wass.com,tPt65rQ9rV4mxDKQ,indees525,+56 9 7734 8201,10814407,0,,,,6
Joaquín Rivas Coronado,joaquín2939103@marmol.com,YimnJEhfG29Pv8r8,Joaquíncoronado386,+56 2 1557 0624,,0,,,,
Ramiro Bravo Ornelas,ramiro4492669@outluc.com,zh0VW2ir4dfKEY0,rabror328,+56 2 3030 0431,5320429,10104,,,,5
Julio César Corona Montenegro,Juliomontenegro577@viajes.cl,FtQcWeNme0YZ,julio6852963,+56 9 4068 1793,,,Nocturno,Consalud,Full time,
Salvador Roldán Segovia,,2u3tnvtf9Mb,salvador5355927,+56 9 4114 8858,20140520,2030,,,,3
Arturo Guerrero Quezada,arturo3897713@viajes.cl,6VXHulsF,arturo7808211,+56 2 6324 7355,9783043,,Nocturno,Banmédica,Full time,6
Sergio Quiñones Juárez,sergio8830950@viajes.cl,B09ZNcbcDuUKGgm9,sequju132,+56 9 7469 8858,29413291,,Nocturno,Colmena,Full time,0
Sra. Octavio Urbina Lerma,sra.7988218@viajes.cl,6t8Vb0rOfp64GtW,sra.735303,+56 2 4736 1359,27692568,,Diurno,Consalud,Full time,7
Marco Antonio Solís Madrigal,marco3070191@viajesanma.com,XsrG3MhahC0zMX,Marcomadrigal367,+56 9 1036 0420,8356812,4462,,,,7
Isabel Castañeda Guerrero,iscagu257@outluc.com,bzuODGM4S6,isabel9260277,+56 2 6303 6711,,27425,,,,
Sra. Alicia Tamayo Páez,sra.6885500@outluc.com,0R64DtaoITVReOho,Sra.páez814,+56 9 6280 4509,8036892,11227,,,,5
Samuel Ramírez Ozuna,Samuelozuna322@viajesanma.com,qm1Eayh7aHdk,Samuelozuna799,+56 2 0972 3512,21950259,0,,,,1
Benjamín de Anda Burgos,Benjamínburgos810@wass.com,D7UCrhIC2s,benjamín2657788,+56 2 1844 1957,4918848,0,,,,K
María Soledad Serrato Vallejo,maría7425308@tourket.com,3OCi2GbLSyPJi7,masoseva545,+56 9 2806 1416,,0,,,,
Sr. Maricarmen Sosa Ochoa,Sr.ochoa742@viajes.cl,azgYJ5Sf,sr.4990663,+56 2 4080 8070,10111435,,Nocturno,Fonasa,Full time,K
Daniel Pacheco Elizondo,dapael281@outluc.com,i4a92YSV,Danielelizondo789,,23439955,5302,,,,1
José Luis Tafoya Suárez,josé552387@viajesanma.com,b3oQAvEdrOTOJudw,josé2718870,+56 9 9790 3028,16494223,1233,,,,6
Carolina Pichardo Guajardo,carolina1243398@marmol.com,MT02Aq0rh,capigu391,+56 9 6805 7925,1802974,4559,,,,K
Andrea Cortés Ruiz,Andrearuiz309@outluc.com,uyDS1rv6vs0FwBh,Andrearuiz262,+56 2 3214 3866,26906656,,,,,3
Hugo Beltrán Ceja,Hugoceja375@edubus.cal,vybm54S1jJCRSw,hubece257,+56 2 8736 7167,16615078,13336,,,,7
Enrique Carmona Rojas,Enriquerojas889@viajesanma.com,kCIIQOj0jwwZ,Enriquerojas405,+56 9 0004 1628,20778506,0,,,,7
,jaarad771@viajes.cl,zU4Mrve6ar81xB,jacobo3875515,+56 2 3934 1958,1168512,,Diurno,Consalud,,9
Clemente Valdés Mejía,clvame410@outluc.com,KDE7SUyWFEgN,Clementemejía861,+56 2 9037 3633,23455174,3307,,,,4
Patricio Yáñez Soliz,Patriciosoliz754@viajes.cl,g38q7dNjNs9,Patriciosoliz133,+56 9 4314 1698,8147905,,Diurno,Fonasa,Full time,4
Jorge Verdugo Tirado,joveti710@outluc.com,5GBHOvrZqTsY9,joveti791,+56 9 1835 1687,451165,9624,,,,4
Jorge Soliz Alejandro,jorge8127286@viajesanma.com,E7VpXsOVeGDoRzv,Jorgealejandro244,+56 2 9082 8902,27828053,13453,,,,5
Sta. Jerónimo Zamudio Bueno,Sta.bueno636@viajes.cl,Zt30CWKmZm,stjezabu841,+56 2 4277 6475,9198608,,Diurno,Más vida,Part time,6
Lourdes Chapa Villagómez,Lourdesvillagómez232@tourket.com,akkM0ij7rWSeBsk0,lourdes5861154,+56 9 5797 1746,,5592,,,,
Sr. Martín Arellano Córdova,Sr.córdova533@outluc.com,YxIhi8ucJqWUS3,Sr.córdova693,+56 2 3483 4307,12731652,0,,,,K
,adela1211424@viajesanma.com,QEGDrx9BXSh2hX3R,,+56 9 0533 6655,12895499,6931,,,,6
Victoria Olivas Zamora,victoria3491746@wass.com,iYIL2bPhHVXl0B,violza692,+56 2 3502 8917,16095876,29156,,,,6
Luisa García Baeza,,AKc7WnV1obfI,Luisabaeza728,+56 9 8815 6033,9821315,,Nocturno,,Part time,5
Gerardo Ocasio González,,MUwQ76t1XgWR,gerardo7518664,+56 9 6917 1103,2002520,3005,,,,4
José Luis Roque Salgado,Josésalgado775@marmol.com,rSfzn5sJPN,Josésalgado713,+56 2 4163 6148,25588596,0,,,,0
Alfonso Tafoya Zarate,Alfonsozarate453@viajes.cl,NBJ5iiTOTLuNdh,altaza691,+56 9 9545 6450,16373240,,Nocturno,Fonasa,Part time,8
Guillermina Santana Bravo,gusabr510@edubus.cal,KtZIwwT9U5,guillermina1911307,+56 9 0884 5695,4494513,4437,,,,4
Sta. Sonia Gamez Carrasco,,BcKjQEXkdWX5j74g,Sta.carrasco699,+56 9 4248 5128,18588469,814,,,,4
Santiago Rentería Benavides,santiago2719743@wass.com,22np7qxV8kuvIH1m,sarebe749,+56 2 1054 4642,11098307,0,,,,7
Sr. Isabela Zambrano Jaimes,Sr.jaimes406@outluc.com,phe318neR5nTT,sriszaja915,+56 9 6100 3092,4303379,0,,,,4
Sta. Gonzalo Sánchez Chávez,Sta.chávez640@outluc.com,,Sta.chávez333,+56 2 3878 1482,9404831,558,,,,1
Sta. Luis Miguel Terrazas Malave,stlumitema624@viajesanma.com,znDRzGYYx8yuuF6,sta.1847516,+56 9 4648 7709,28124156,,,,,7
José Correa Águilar,josé6774317@viajes.cl,4xes1sU6LeQh22K,,+56 9 3634 6473,8729430,,Nocturno,Consalud,Part time,7
Eduardo Riojas Agosto,Eduardoagosto919@marmol.com,610Guvj1wjrODw,eduardo2353838,+56 2 7855 2247,28668103,,,,,4
Hugo Segura Pérez,husepé622@marmol.com,3jm6B6wQun5p,Hugopérez612,+56 9 3738 6646,10155974,5862,,,,2
Eva Carrion Maya,,,,+56 9 7660 7329,,19600,,,,
Guillermina Carmona Serrano,Guillerminaserrano753@marmol.com,83YyKyU2,guillermina7788476,+56 9 3257 8658,20705559,-3094,,,,K
Reina Yáñez Baeza,reyába475@edubus.cal,C0HrSQLRgwTV,,+56 2 7724 8168,-29083126,5270,,,,1
Ramiro Velásquez Ortiz,Ramiroortiz190@marmol.com,8P2qUEfUp6,Ramiroortiz982,+56 2 3163 6132,,0,,,,
Rafael Reyna Santana,rafael5926360@edubus.cal,4ejAbrWKIPKUf,Rafaelsantana224,+56 2 0166 7417,13515624,4876,,,,8
Eloisa Corona Navarrete,elcona993@viajesanma.com,ch4im4EcA0HPe96,eloisa7950816,+56 2 7857 7851,25861803,7128,,,,3
Ester Almanza Batista,ester3317224@viajes.cl,SpkDg7B3iv,esalba509,+56 9 4256 6734,4822458,,Diurno,Fonasa,Full time,K
María del Carmen Bermúdez Porras,maría3765432@marmol.com,,maría5104437,+56 2 9022 0412,23150064,2457,,,,2
María Cotto Olivo,macool186@tourket.com,,macool190,+56 9 2595 2766,20696577,16496,,,,0
Sr. Andrea Vargas Rocha,Sr.rocha126@wass.com,Ug2pN8C7A,sranvaro899,+56 2 5706 6377,3690463,,,,,1
Pedro Echevarría Malave,pedro2074273@wass.com,,peecma260,+56 9 3750 0943,16502023,6830,,,,5
Felipe Jaime Raya,fejara289@outluc.com,tC7pSkvXXh4v,Feliperaya658,+56 2 1417 4003,2933778,11892,,,,0
Antonia Luna Ramón,Antoniaramón882@viajesanma.com,PfvK5ByXdEVpm30s,Antoniaramón662,+56 2 8417 8408,16086638,0,,,,1
Sta. Eduardo Delapaz Posada,,5Wbpjj9ttkU27rb,Sta.posada258,+56 2 1339 7289,19306980,,Diurno,Banmédica,Part time,0
José Luis Sedillo Pelayo,,xZrof4XvE1xeDAd6,jolusepe291,+56 2 9353 6616,26033478,,Diurno,Colmena,Full time,6
Lilia Araña Linares,lilia914103@wass.com,NZ76TlCOkIHU,Lilialinares356,+56 9 0960 7078,15643553,0,,,,8
Germán Camacho Echevarría,Germánechevarría595@viajesanma.com,63EMaZKiEBVpr4,Germánechevarría223,+56 9 7495 4724,20603239,300,,,,1
Mariano Valladares Mojica,Marianomojica522@outluc.com,Z3l40rPd,mavamo289,+56 9 6752 2664,29134873,8278,,,,4
Sra. Dolores Tafoya Alemán,,OZBoK7xuj,Sra.alemán551,+56 2 9530 1060,21694751,4152,,,,7
Pedro Longoria Rodríguez,peloro658@viajes.cl,2bgZdFdlXfpxc,,+56 2 2759 5332,22476828,,Diurno,Banmédica,Full time,1
Sra. Caridad Quesada Loera,Sra.loera733@edubus.cal,cWRTZISovn0MMzsV,srcaqulo196,+56 2 3594 6387,27856691,-2760,,,,9
María Luisa Barraza Partida,malubapa813@viajes.cl,6W3qCt442D,malubapa409,+56 2 9314 9115,,,Diurno,Más vida,Full time,
Marilu Mena Montalvo,marilu8903173@viajes.cl,E9aUn0hgt61L,Marilumontalvo611,+56 2 5016 5546,17526564,,Diurno,Fonasa,Full time,3
Ana Luisa Nieves Vaca,Anavaca790@outluc.com,YIxTU37FfcREWei,ana461266,+56 2 2280 5119,21589383,12294,,,,9
María del Carmen Velásquez Loera,maría320378@tourket.com,lLfbj1Xi,madecavelo273,+56 9 3272 5808,4649651,5960,,,,5
Amalia Velasco Valles,amalia8801181@tourket.com,WDuCZw8CONqAfx,amalia3196844,+56 2 0434 2296,707033,6283,,,,0
Sta. Mariana Nava Valdés,Sta.valdés689@tourket.com,,stmanava579,+56 9 4853 0829,15832324,11052,,,,9
Timoteo Alba Terán,timoteo2151455@marmol.com,M1PZg0kxOGQX08H,timoteo701448,+56 2 3254 8329,8975363,0,,,,5
,Estelapadilla324@wass.com,IcbgE49w2N,esurpa565,+56 9 8317 8058,16017161,32955,,,,8
Sta. Laura Domínguez Delgadillo,Sta.delgadillo160@outluc.com,wMEklV2qi9EJwa,Sta.delgadillo723,+56 9 8001 5072,-11017298,4920,,,,2
Sra. Samuel Nava Peres,srsanape502@marmol.com,QNrVA4bwSVvKh,,+56 9 3699 8912,23605967,6228,,,,7
Rebeca Carmona Aguilera,Rebecaaguilera215@viajes.cl,HModJJOy1,rebeca7667189,+56 9 9702 6664,22157915,,Diurno,,,1
Alejandra Raya Gamboa,alraga536@viajes.cl,arYkY8jdq8elDsFZ,Alejandragamboa941,+56 9 6877 8311,11051549,,Nocturno,Fonasa,Full time,9
Mayte Romero Valverde,mayte7853127@wass.com,FJAFbtybg26M,Maytevalverde752,+56 2 1869 6617,7184320,14237,,,,3
Javier Aparicio Palacios,javier3160596@viajes.cl,ro8wS8yhTyk,Javierpalacios839,+56 2 9264 0930,15695552,,Diurno,Colmena,Part time,3
Ángela Reyes Sepúlveda,Ángelasepúlveda249@edubus.cal,nWqLt9Yh3UV,ángela812507,+56 9 3528 7873,960378,3012,,,,6
Leonor Manzanares Pelayo,leonor9451196@viajes.cl,dCqIEgEZMMwG12,leonor2001869,+56 9 2895 2422,879363,,Nocturno,Consalud,Part time,8
Ester Alba Espinosa,Esterespinosa189@outluc.com,0sGmtDvzqqddl,ester8534880,+56 9 2818 5788,9872379,0,,,,K
Bernardo Feliciano Vergara,Bernardovergara432@viajes.cl,9TE2wKEz3slZD,Bernardovergara763,+56 2 0544 4640,12566305,,Diurno,Consalud,Part time,2
,srbeseta886@tourket.com,cWYXx7tyY,sra.8402818,,19676641,5722,,,,3
Sara Vigil Soto,Sarasoto392@viajesanma.com,hId0IU09uMb,Sarasoto281,+56 2 8610 7301,5999458,7266,,,,1
Sta. Dolores Collazo Solano,sta.4796637@marmol.com,Ull904jVIsp5w,stdocoso833,+56 2 1060 2594,18436272,0,,,,4
María Eugenia Jaimes Rodarte,Maríarodarte813@viajes.cl,,Maríarodarte640,+56 2 5993 9473,23628069,,Nocturno,Colmena,Full time,1
Arturo Mojica Juárez,armoju440@viajesanma.com,0P5X8bC3A2t,Arturojuárez401,+56 2 9849 6587,14965492,5268,,,,5
Sta. Raquel Ontiveros Regalado,straonre596@outluc.com,ZfdreV9aoSb,sta.4851765,+56 2 8374 5909,28925671,10727,,,,7
,juriro294@viajes.cl,YCU3ZMqJXJg,juana6575182,,22704469,,Nocturno,Colmena,Full time,1
María Eugenia Rodrígez Montes,maeuromo442@wass.com,cOUCd9dnsR,Maríamontes142,+56 9 3973 8236,6481357,5922,,,,9
Margarita Vallejo Flores,Margaritaflores968@marmol.com,3oXgxvASsU,Margaritaflores583,+56 9 6293 4937,17964994,1152,,,,2
Sta. Raquel Quiñones Villegas,Sta.villegas331@tourket.com,qGyunZUZAT1wQr,Sta.villegas660,+56 9 8734 6243,5795872,2934,,,,3
Martín Espino Delgadillo,martín4667928@viajes.cl,5ekfIIU22YoD7n,martín9093405,,6107014,,Diurno,Fonasa,Part time,1
Alberto Posada Bañuelos,,yk4gIIH0Ky,Albertobañuelos220,+56 2 6082 4308,18887385,,,,,5
Jacobo Arellano Delgadillo,Jacobodelgadillo820@viajes.cl,zJppB1cK53eD,jaarde217,+56 9 3783 9897,28372169,,Nocturno,Fonasa,Full time,8
Leonor Villaseñor Zamora,leonor9058571@edubus.cal,,leviza661,+56 2 2386 4423,2147593,22290,,,,9
Daniel Padilla Ruiz,,4E4bncL4rMJiSsph,,+56 2 9568 6497,19301348,,Diurno,Colmena,Full time,1
Guadalupe Haro Saldaña,guhasa779@viajesanma.com,S1y1sADo,guhasa464,+56 2 5464 2455,27063333,10890,,,,1
Gustavo Valencia Posada,gustavo8952191@viajes.cl,PY2Ij2cDxN7,gustavo6480565,+56 9 6794 9470,5430489,,Nocturno,Fonasa,Full time,7
Gerardo Ibarra Ortega,geibor192@marmol.com,mM97zffnb3tA,Gerardoortega523,+56 2 2711 1865,21155972,5782,,,,1
Sr. Clemente Sáenz Mojica,srclsámo974@edubus.cal,Py9nx7D8Ev,Sr.mojica312,,13043269,360,,,,7
Claudia Esparza Olivera,clesol127@marmol.com,tRENeh71huw,clesol120,+56 9 3001 7727,1229209,5670,,,,0
Eduardo Pacheco Merino,edpame371@viajes.cl,YIS9lszisCVA47D5,edpame715,+56 2 9695 0468,668681,,Nocturno,Fonasa,Full time,8
Carla Robledo Baca,caroba415@viajes.cl,cmIN7cR1HHLV,Carlabaca917,+56 9 2035 3625,18691399,,Nocturno,Más vida,Full time,K
Amalia Figueroa Quintana,Amaliaquintana437@viajes.cl,Y1k6sKa8dS,amalia625817,+56 9 5352 5084,11959755,,Diurno,Más vida,Part time,2
Sta. Florencia Balderas Jiménez,sta.4606315@viajesanma.com,mk5UEzm6knySF,sta.8926101,+56 2 2606 4674,12651175,,,,,2
Fernando Esquibel Pelayo,feespe542@marmol.com,9fSu2U5H53fFkYEO,fernando2444190,+56 2 0547 8338,15989521,2619,,,,1
Eva Chacón Pedraza,evchpe183@viajesanma.com,eCP90TmkMO,Evapedraza673,+56 9 7985 2961,19244343,2781,,,,1
Claudia Hidalgo Marín,claudia479520@viajes.cl,pmt953d6FduPIZJR,Claudiamarín983,+56 2 8058 6755,27208092,,,Consalud,Full time,5
Mario Quiroz Valverde,mario9758971@marmol.com,jKZzqSTG7lEv6f,Mariovalverde210,+56 9 3754 7147,942105,0,,,,K
Natalia Arredondo Beltrán,Nataliabeltrán632@outluc.com,K4h8MznbfbC2,Nataliabeltrán370,+56 9 5978 1503,21174865,34973,,,,6
Sr. Joaquín Franco Méndez,,pmf5WWv2pddASe0,Sr.méndez357,+56 9 7082 5086,12631001,,Nocturno,Banmédica,Part time,3
Elsa Raya Regalado,elsa6772498@edubus.cal,VI1mZg59Lr6q,Elsaregalado281,+56 9 0329 1447,16486414,1413,,,,6
Sr. Elisa Cano Terán,sr.2288636@tourket.com,apI2EfZA3fEF5lZe,,+56 2 4557 8983,11702378,4391,,,,8
Gabriela Mendoza Ureña,Gabrielaureña322@viajesanma.com,5fJTrW3oZl1,gabriela1868106,+56 2 4231 5721,1713719,0,,,,0
Soledad Jurado Zamudio,soledad9334684@tourket.com,7rIB0Cuq3Lo,Soledadzamudio868,+56 2 5031 4480,12799207,6684,,,,K
Claudia Arevalo Rentería,Claudiarentería617@edubus.cal,6tgW2ZsfQxVNJvQ,claudia7334535,+56 9 6434 3530,25450192,0,,,,1
Sta. Gregorio Viera Villalpando,stgrvivi934@viajes.cl,2pygQz4T5,sta.8504954,+56 9 3640 9230,26029553,,Nocturno,Colmena,Full time,5
Esperanza Ibarra Mota,esperanza8588470@marmol.com,tLD65Qrf,Esperanzamota149,+56 9 6769 0553,25995040,3689,,,,6
Raúl Galván Corrales,Raúlcorrales716@viajes.cl,pFQ1p4QLlJz6u,raúl3658617,+56 9 8593 5227,17823130,,Diurno,Colmena,Full time,8
Marilu Rocha Carvajal,Marilucarvajal616@viajes.cl,9pR7dBbUejGk4cL,Marilucarvajal912,,2862934,,Nocturno,Consalud,Full time,6
Sra. Horacio Rojo Peralta,Sra.peralta519@viajes.cl,KBhI1AnesOt9CjE,srhorope936,+56 9 9506 9738,11218325,,Nocturno,Fonasa,Part time,6
Daniela Guerrero Ávalos,daniela8731263@viajesanma.com,XMJxo38uoth430j,Danielaávalos172,+56 9 4203 7036,-25034605,12636,,,,0
Gilberto Valentín Huerta,Gilbertohuerta755@outluc.com,36OLu7HGF7RdpLcJ,gilberto3552502,+56 9 6771 2123,8701401,5120,,,,0
Lourdes Urbina Puente,lourpu923@outluc.com,1JY37jsYWy8NP4wc,Lourdespuente767,+56 2 0720 7714,,16627,,,,
Rocio Meza Jáquez,Rociojáquez262@outluc.com,vR6VEPzx5,Rociojáquez456,+56 2 7421 7094,2087319,12385,,,,1
Amalia Viera Barrientos,Amaliabarrientos651@viajesanma.com,chl1AlBXM5qg5,Amaliabarrientos599,+56 9 4242 6023,5743321,,,,,3
Patricio Acevedo Ruiz,paacru281@marmol.com,FF1fBgo8,Patricioruiz339,+56 9 2861 9713,28918030,0,,,,3
Marco Antonio Alcaraz Sisneros,marco6028412@viajesanma.com,cqR8rsGOhoeWN0t,maanalsi561,+56 2 5595 6602,,3160,,,,
